Enc Uniprot Accession	Gene Name	Organism	Phylum	Superkingdom	Taxonomy ID	Family 2 (A or B?)	Double Encapsulin?	Double Enc Operon Position	Enc_Neighbor_Accession	Cargo Type	Cysteine Desulfurase Accessions	Terpene Cyclase Accessions	Polyprenyl Transferase Accession	Xylulose Kinase Accession	Split Sequence?	Genome Neighbors (Genome neighborhood index compared to Encapsulin (Negative values are upstream)| Uniprot Accession | Description| Pfam Family)
A0A429C9X9	DL990_38650	Amycolatopsis sp. WAC 01416.	Actinobacteria	Bacteria	2203196	Family 2B	Double cNMP-Enc	2	A0A429C9L2	Terpene Cyclase		A0A429C9L6				"(-10|A0A429C9W5|Uncharacterized protein|none),(-9|A0A429C9J5|TetR/AcrR family transcriptional regulator|PF00440),(-8|A0A429C9K8|4-hydroxy-4-methyl-2-oxoglutarate aldolase|PF03737),(-7|A0A429C9R4|NADPH:quinone reductase|PF08240-PF13602),(-6|A0A429C9K2|TetR family transcriptional regulator|PF00440),(-5|A0A429C9P1|Uncharacterized protein|none),(-4|A0A429C9P0|SAM-dependent methyltransferase|PF08241),(-3|A0A429C9M6|Cobalt transporter|PF01545),(-2|A0A429C9R5|Transcriptional regulator|PF01022),(-1|A0A429C9L2|Crp/Fnr family transcriptional regulator|PF00027),(1|A0A429C9K6|SAM-dependent methyltransferase|PF13649),(2|A0A429C9L6|Terpene synthase|PF19086),(3|A0A429C9R3|DNA ligase|PF01653-PF03120-PF12826),(4|A0A429CA27|Ionic transporter y4hA|PF01699),(7|A0A429C9S1|Uncharacterized protein|none),(8|A0A429C9L1|Uncharacterized protein|none),(9|A0A429C9Q8|Peptidase S1 domain-containing protein|PF00089),(10|A0A429C9R7|Uncharacterized protein|none)"
A0A429CHU6	DMC61_29715	Amycolatopsis sp. WAC 04169.	Actinobacteria	Bacteria	2203197	Family 2B	Double cNMP-Enc	2	A0A429CHW1	Terpene Cyclase		A0A429CHW2				"(-10|A0A429CHT5|TetR/AcrR family transcriptional regulator|PF00440),(-9|A0A429CHU1|4-hydroxy-4-methyl-2-oxoglutarate aldolase|PF03737),(-8|A0A429CHV1|NADPH:quinone reductase|PF08240-PF13602),(-7|A0A429CHU8|TetR family transcriptional regulator|PF00440),(-6|A0A429CI53|MBL fold metallo-hydrolase|PF00753),(-5|A0A429CHU9|Uncharacterized protein|none),(-4|A0A429CHX4|SAM-dependent methyltransferase|PF08241),(-3|A0A429CHW5|Cobalt transporter|PF01545),(-2|A0A429CHV7|Transcriptional regulator|PF01022),(-1|A0A429CHW1|Crp/Fnr family transcriptional regulator|PF00027),(1|A0A429CHV6|SAM-dependent methyltransferase|PF02353),(2|A0A429CHW2|Terpene synthase|PF19086),(3|A0A429CHV8|Uncharacterized protein|none),(4|A0A429CI63|Uncharacterized protein|none),(5|A0A429CHV9|DNA ligase|PF01653-PF03120-PF12826),(6|A0A429CHY3|Ionic transporter y4hA|PF01699),(7|A0A429CHX2|TetR family transcriptional regulator|PF00440),(8|A0A429CHW7|Aldehyde dehydrogenase|PF00171),(9|A0A429CHX0|Uncharacterized protein|none),(10|A0A429CHV4|Uncharacterized protein|none)"
A0A429CHW1	DMC61_29710	Amycolatopsis sp. WAC 04169.	Actinobacteria	Bacteria	2203197	Family 2B	Double cNMP-Enc	1	A0A429CHU6	Terpene Cyclase		A0A429CHW2				"(-10|A0A429CIS4|Uncharacterized protein|none),(-9|A0A429CHT5|TetR/AcrR family transcriptional regulator|PF00440),(-8|A0A429CHU1|4-hydroxy-4-methyl-2-oxoglutarate aldolase|PF03737),(-7|A0A429CHV1|NADPH:quinone reductase|PF08240-PF13602),(-6|A0A429CHU8|TetR family transcriptional regulator|PF00440),(-5|A0A429CI53|MBL fold metallo-hydrolase|PF00753),(-4|A0A429CHU9|Uncharacterized protein|none),(-3|A0A429CHX4|SAM-dependent methyltransferase|PF08241),(-2|A0A429CHW5|Cobalt transporter|PF01545),(-1|A0A429CHV7|Transcriptional regulator|PF01022),(1|A0A429CHU6|Crp/Fnr family transcriptional regulator|PF00027),(2|A0A429CHV6|SAM-dependent methyltransferase|PF02353),(3|A0A429CHW2|Terpene synthase|PF19086),(4|A0A429CHV8|Uncharacterized protein|none),(5|A0A429CI63|Uncharacterized protein|none),(6|A0A429CHV9|DNA ligase|PF01653-PF03120-PF12826),(7|A0A429CHY3|Ionic transporter y4hA|PF01699),(8|A0A429CHX2|TetR family transcriptional regulator|PF00440),(9|A0A429CHW7|Aldehyde dehydrogenase|PF00171),(10|A0A429CHX0|Uncharacterized protein|none)"
A0A429E3A9	DMH12_32225	Streptomyces sp. WAC 04229.	Actinobacteria	Bacteria	2203206	Family 2B				Terpene Cyclase		A0A429E3D2				"(-1|A0A429E398|Cell wall assembly protein|none),(1|A0A429E3D2|Cyclase|PF19086),(2|A0A429E394|SAM-dependent methyltransferase|PF08241),(3|A0A429E3C0|NADPH:quinone reductase|PF08240-PF13602),(4|A0A429E3D6|TetR family transcriptional regulator|PF00440),(5|A0A429E3G2|Uncharacterized protein|none),(6|A0A429E3D1|TetR family transcriptional regulator|PF00440),(7|A0A429E3G0|Diacylglycerol kinase|PF00781),(8|A0A429E3E0|Aminoglycoside phosphotransferase|PF01636),(9|A0A429E3E5|Uncharacterized protein|none),(10|A0A429E3F8|Hydrolase TatD|PF01026)"
A0A429E9D1	DMC64_14240	Amycolatopsis sp. WAC 04197.	Actinobacteria	Bacteria	2203199	Family 2B	Double cNMP-Enc	2	A0A429E9D7	Terpene Cyclase		A0A429E9F3				"(-10|A0A429E9C1|NADH-flavin reductase|PF13460),(-9|A0A429E9A7|Uncharacterized protein|none),(-8|A0A429E9E4|TetR/AcrR family transcriptional regulator|PF00440),(-7|A0A429E9D4|4-hydroxy-4-methyl-2-oxoglutarate aldolase|PF03737),(-6|A0A429E9B9|NADPH:quinone reductase|PF08240-PF13602),(-5|A0A429E9A6|TetR family transcriptional regulator|PF00440),(-4|A0A429E9J6|MBL fold metallo-hydrolase|PF00753),(-3|A0A429E9C3|Uncharacterized protein|none),(-2|A0A429E9B0|SAM-dependent methyltransferase|PF08241),(-1|A0A429E9D7|Crp/Fnr family transcriptional regulator|PF00027),(1|A0A429E9B6|Methyltransferase domain-containing protein|PF13649),(2|A0A429E9F3|Terpene synthase|PF19086),(3|A0A429E9E5|Uncharacterized protein|none),(4|A0A429E9C6|Uncharacterized protein|none),(5|A0A429E9B7|DNA ligase|PF01653-PF03120-PF12826),(6|A0A429E9K8|Ionic transporter y4hA|PF01699),(7|A0A429E9D3|TetR family transcriptional regulator|PF00440),(8|A0A429E9C0|Aldehyde dehydrogenase|PF00171),(9|A0A429E9E8|Uncharacterized protein|none),(10|A0A429E9E0|Uncharacterized protein|none)"
A0A429E9D7	DMC64_14235	Amycolatopsis sp. WAC 04197.	Actinobacteria	Bacteria	2203199	Family 2B	Double cNMP-Enc	1	A0A429E9D1	Terpene Cyclase		A0A429E9F3				"(-10|A0A429E9C8|EamA family transporter|PF00892),(-9|A0A429E9C1|NADH-flavin reductase|PF13460),(-8|A0A429E9A7|Uncharacterized protein|none),(-7|A0A429E9E4|TetR/AcrR family transcriptional regulator|PF00440),(-6|A0A429E9D4|4-hydroxy-4-methyl-2-oxoglutarate aldolase|PF03737),(-5|A0A429E9B9|NADPH:quinone reductase|PF08240-PF13602),(-4|A0A429E9A6|TetR family transcriptional regulator|PF00440),(-3|A0A429E9J6|MBL fold metallo-hydrolase|PF00753),(-2|A0A429E9C3|Uncharacterized protein|none),(-1|A0A429E9B0|SAM-dependent methyltransferase|PF08241),(1|A0A429E9D1|Cyclic nucleotide-binding domain-containing protein|PF00027),(2|A0A429E9B6|Methyltransferase domain-containing protein|PF13649),(3|A0A429E9F3|Terpene synthase|PF19086),(4|A0A429E9E5|Uncharacterized protein|none),(5|A0A429E9C6|Uncharacterized protein|none),(6|A0A429E9B7|DNA ligase|PF01653-PF03120-PF12826),(7|A0A429E9K8|Ionic transporter y4hA|PF01699),(8|A0A429E9D3|TetR family transcriptional regulator|PF00440),(9|A0A429E9C0|Aldehyde dehydrogenase|PF00171),(10|A0A429E9E8|Uncharacterized protein|none)"
A0A429ETX2	DMH12_19320	Streptomyces sp. WAC 04229.	Actinobacteria	Bacteria	2203206	Family 2B				Polyprenyl Transferase			A0A429ETU6			"(-10|A0A429ETV5|ATPase|PF02518-PF07568-PF08448-PF12282),(-9|A0A429ETW1|Transcriptional regulator WhiB|PF02467),(-8|A0A429ETX0|Diacylglycerol kinase|PF00781),(-7|A0A429ETV0|Uncharacterized protein|none),(-6|A0A429ETU2|RNA polymerase subunit sigma-70|PF04539-PF04542-PF04545),(-5|A0A429ETL7|Anti-sigma regulatory factor|none),(-4|A0A429ETN5|UBP-type domain-containing protein|PF02148),(-3|A0A429ETQ6|Na+/H+ antiporter|PF00999),(-2|A0A429ETM2|1-aminocyclopropane-1-carboxylate deaminase|PF00291),(-1|A0A429ETS4|N-acetylmuramoyl-L-alanine amidase|PF01510),(1|A0A429ETU6|Polyprenyl synthetase|PF00348),(2|A0A429ETV1|GNAT family N-acetyltransferase|PF00583),(3|A0A429ETW0|Deaminase|PF01872),(6|A0A429ETV4|NAD_binding_9 domain-containing protein|PF13454),(7|A0A429ETU1|LuxR family transcriptional regulator|PF00196),(8|A0A429ETM6|Superoxide dismutase, Ni|PF09055),(9|A0A429ETT2|Nickel-type superoxide dismutase maturation protease|PF00717),(10|A0A429ETK8|Zf-CGNR multi-domain protein|PF07336-PF11706)"
A0A429FGV9	DMH01_16120	Amycolatopsis sp. WAC 04182.	Actinobacteria	Bacteria	2203198	Family 2B	Double cNMP-Enc	2	A0A429FGZ6	Terpene Cyclase		A0A429FGW6				"(-10|A0A429FGU5|TetR/AcrR family transcriptional regulator|PF00440),(-9|A0A429FJ04|4-hydroxy-4-methyl-2-oxoglutarate aldolase|PF03737),(-8|A0A429FGV6|NADPH:quinone reductase|PF08240-PF13602),(-7|A0A429FH05|TetR family transcriptional regulator|PF00440),(-6|A0A429FGW7|MBL fold metallo-hydrolase|PF00753),(-5|A0A429FH03|Uncharacterized protein|none),(-4|A0A429FGU6|SAM-dependent methyltransferase|PF08241),(-3|A0A429FGV4|Cobalt transporter|PF01545),(-2|A0A429FGW1|Transcriptional regulator|PF01022),(-1|A0A429FGZ6|Crp/Fnr family transcriptional regulator|PF00027),(1|A0A429FGV8|SAM-dependent methyltransferase|PF13649),(2|A0A429FGW6|Terpene synthase|PF19086),(3|A0A429FH15|DNA ligase|PF01653-PF03120-PF12826),(4|A0A429FGY3|Ionic transporter y4hA|PF01699),(5|A0A429FH11|TetR family transcriptional regulator|PF00440),(6|A0A429FGV5|Aldehyde dehydrogenase|PF00171),(7|A0A429FGW2|Uncharacterized protein|none),(8|A0A429FGX1|Uncharacterized protein|none),(9|A0A429FH06|Peptidase S1 domain-containing protein|PF00089),(10|A0A429FJ01|Uncharacterized protein|none)"
A0A429FGZ6	DMH01_16115	Amycolatopsis sp. WAC 04182.	Actinobacteria	Bacteria	2203198	Family 2B	Double cNMP-Enc	1	A0A429FGV9	Terpene Cyclase		A0A429FGW6				"(-10|A0A429FJ28|Uncharacterized protein|none),(-9|A0A429FGU5|TetR/AcrR family transcriptional regulator|PF00440),(-8|A0A429FJ04|4-hydroxy-4-methyl-2-oxoglutarate aldolase|PF03737),(-7|A0A429FGV6|NADPH:quinone reductase|PF08240-PF13602),(-6|A0A429FH05|TetR family transcriptional regulator|PF00440),(-5|A0A429FGW7|MBL fold metallo-hydrolase|PF00753),(-4|A0A429FH03|Uncharacterized protein|none),(-3|A0A429FGU6|SAM-dependent methyltransferase|PF08241),(-2|A0A429FGV4|Cobalt transporter|PF01545),(-1|A0A429FGW1|Transcriptional regulator|PF01022),(1|A0A429FGV9|Crp/Fnr family transcriptional regulator|PF00027),(2|A0A429FGV8|SAM-dependent methyltransferase|PF13649),(3|A0A429FGW6|Terpene synthase|PF19086),(4|A0A429FH15|DNA ligase|PF01653-PF03120-PF12826),(5|A0A429FGY3|Ionic transporter y4hA|PF01699),(6|A0A429FH11|TetR family transcriptional regulator|PF00440),(7|A0A429FGV5|Aldehyde dehydrogenase|PF00171),(8|A0A429FGW2|Uncharacterized protein|none),(9|A0A429FGX1|Uncharacterized protein|none),(10|A0A429FH06|Peptidase S1 domain-containing protein|PF00089)"
A0A429FL62	DMH08_19410	Actinomadura sp. WAC 06369.	Actinobacteria	Bacteria	2203193	Family 2B				Minor						"(-5|A0A429FL88|TetR family transcriptional regulator|PF00440-PF13977),(-4|A0A429FL25|Uncharacterized protein|none),(-3|A0A429FL23|Methyltransf_11 domain-containing protein|PF08241),(-2|A0A429FL30|Transcriptional regulator|PF01638),(1|A0A429FL67|D-alanyl-D-alanine carboxypeptidase|PF00144),(2|A0A429FL79|TIGR03086 family protein|none),(3|A0A429FL83|AraC family transcriptional regulator|PF12833),(4|A0A429FL61|Fatty acid--CoA ligase|PF00501-PF13193),(5|A0A429FL77|3-oxoacyl-ACP reductase|PF13561),(6|A0A429FL41|Peripla_BP_6 domain-containing protein|PF13458),(7|A0A429FL98|ABC transporter permease|PF02653),(8|A0A429FL34|ABC transporter ATP-binding protein|PF00005-PF12399),(9|A0A429FL36|ABC transporter ATP-binding protein|PF00005),(10|A0A429FL38|Uncharacterized protein|none)"
A0A429G880	DMH08_07250	Actinomadura sp. WAC 06369.	Actinobacteria	Bacteria	2203193	Family 2B				Polyprenyl Transferase			A0A429G898			"(-10|A0A429G807|DUF397 domain-containing protein|PF04149),(-9|A0A429G855|Uncharacterized protein|none),(-7|A0A429G843|MFS transporter|PF07690),(-6|A0A429G842|DUF1707 domain-containing protein|PF08044),(-4|A0A429G841|Restriction endonuclease|PF13391),(-3|A0A429G860|Dihydrolipoyl dehydrogenase|PF02852-PF07992),(-2|A0A429G8A1|Uncharacterized protein|none),(-1|A0A429G870|MFS transporter|PF00083-PF07690),(1|A0A429G898|Dimethylallyltranstransferase|PF00348),(2|A0A429G874|Glycosyl hydrolase|PF00933),(3|A0A429G872|Spermidine/putrescine ABC transporter substrate-binding protein|PF13416),(4|A0A429G824|Histidine kinase|PF02518-PF08376),(5|A0A429G818|DUF742 domain-containing protein|PF05331),(6|A0A429G865|ATP-binding protein|PF03029),(7|A0A429G848|Galactose-1-phosphate uridylyltransferase|PF01087-PF02744),(8|A0A429G875|Membrane-associated oxidoreductase|none),(9|A0A429G8B3|Uncharacterized protein|none),(10|A0A429G878|Uncharacterized protein|none)"
A0A429H2X0	DMH26_37345	Streptomyces sp. WAC 05379.	Actinobacteria	Bacteria	2203207	Family 2B				Cysteine Desulfurase	A0A429H2N4					"(-1|A0A429H2S6|Uncharacterized protein|none),(1|A0A429H2N4|Cysteine desulfurase|PF00266),(2|A0A429H2L6|PAS sensor protein|PF00989-PF01590-PF07228-PF08448),(3|A0A429H2K8|Uncharacterized protein|none),(4|A0A429H2J4|Uncharacterized protein|none),(5|A0A429H2P9|Peptidase dimerization protein|PF01546-PF07687)"
A0A429H7M9	EA770_05310	Acinetobacter baumannii.	Proteobacteria	Bacteria	470	Family 2A				Cysteine Desulfurase	A0A3R9R6M9					"(-10|A0A3R9R9V7|Alanine racemase|PF01168),(-9|A0A3R9PUL7|FAD-binding protein|PF01565-PF04030),(-8|A0A3R9QR90|Neutral ceramidase|PF04734),(-7|A0A3R9RZB4|AraC family transcriptional regulator|PF12625-PF12833),(-6|A0A429H7Q6|Taurine dioxygenase|PF02668),(-5|A0A3R9PU98|Taurine ABC transporter permease TauC|PF00528),(-4|A0A3R9Q6W1|Taurine import ATP-binding protein TauB|PF00005),(-3|A0A3R9XF47|Taurine ABC transporter substrate-binding protein|PF04069),(-2|A0A429H829|Rhodanese-like domain-containing protein|PF00581),(-1|A0A429H7M7|Serine O-acetyltransferase|PF00132),(1|A0A3R9R6M9|Cysteine desulfurase|PF00266),(2|A0A429H7Q8|LysE family translocator|PF01810),(3|A0A429H7Q0|LysR family transcriptional regulator|PF00126-PF03466),(4|A0A429H7P7|GntR family transcriptional regulator|PF00392-PF07702),(5|A0A429H822|Fumarate reductase/succinate dehydrogenase flavoprotein subunit|PF00890-PF02910),(6|A0A3R9RGM9|Ferredoxin family protein|PF12838),(7|A0A429H7N8|Nitrate ABC transporter substrate-binding protein|PF09084),(8|A0A429H820|ABC transporter permease|PF00528),(9|A0A3R9PQE6|ABC transporter ATP-binding protein|PF00005),(10|A0A3R9R9U7|HEAT repeat domain-containing protein|PF02985-PF13646)"
A0A429HDE4	DMH26_32685	Streptomyces sp. WAC 05379.	Actinobacteria	Bacteria	2203207	Family 2B				Terpene Cyclase		A0A429HD44				"(-6|A0A429HD14|FAD-binding monooxygenase|PF01494),(-5|A0A429HDC1|Tyrosinase|PF06236),(-4|A0A429HD82|Tyrosinase|PF00264),(-3|A0A429HDD6|Ribonuclease H|PF00075),(-2|A0A429HD03|Hydrolase|PF00903),(-1|A0A429HDB0|Alcohol dehydrogenase|PF08240),(1|A0A429HD44|Cyclase|PF19086),(2|A0A429HDD4|SAM-dependent methyltransferase|PF08241),(3|A0A429HDG3|Uncharacterized protein|none),(4|A0A429HDC8|VOC family protein|PF06983),(5|A0A429HD04|Epoxide hydrolase|PF06441),(6|A0A429HDB5|ATP-dependent Clp protease proteolytic subunit|PF00574),(7|A0A429HD74|ATP-dependent Clp protease proteolytic subunit|PF00574),(8|A0A429HDD1|Transcriptional regulator|PF13560)"
A0A429HQ85	DMH26_13090	Streptomyces sp. WAC 05379.	Actinobacteria	Bacteria	2203207	Family 2B				Polyprenyl Transferase			A0A429HPT6			"(-10|A0A429HPU3|ATPase|PF02518-PF07568-PF08448-PF12282),(-9|A0A429HQ33|Transcriptional regulator WhiB|PF02467),(-8|A0A429HPX5|Diacylglycerol kinase|PF00781),(-7|A0A429HPX1|Uncharacterized protein|none),(-6|A0A429HQ36|RNA polymerase sigma factor SigF|PF04539-PF04542-PF04545),(-5|A0A429HQ30|Anti-sigma regulatory factor|none),(-4|A0A429HPV8|UBP-type domain-containing protein|PF02148),(-3|A0A429HQ37|Na+/H+ antiporter|PF00999),(-2|A0A429HPQ0|1-aminocyclopropane-1-carboxylate deaminase|PF00291),(-1|A0A429HPW4|N-acetylmuramoyl-L-alanine amidase|PF01510),(1|A0A429HPT6|Polyprenyl synthetase family protein|PF00348),(2|A0A429HQ23|GNAT family N-acetyltransferase|PF00583),(3|A0A429HPW5|TetR family transcriptional regulator|PF00440-PF17940),(4|A0A429HPW1|Deaminase|PF01872),(5|A0A429HQ28|Uncharacterized protein|none),(6|A0A429HQ20|YCII domain-containing protein|PF03795),(8|A0A429HPU8|Uncharacterized protein|PF18029),(9|A0A429HQ49|PMT_2 domain-containing protein|PF13231),(10|A0A429HQ27|Uncharacterized protein|PF13489)"
A0A429HZM3	DMH18_29175	Streptomyces sp. WAC 06783.	Actinobacteria	Bacteria	2203211	Family 2B				Cysteine Desulfurase	A0A429HZL9					"(-5|A0A429HZS6|DUF2344 domain-containing protein|PF10105),(-4|A0A429HZL6|Uncharacterized protein|none),(-3|A0A429HZL0|Recombinase family protein|PF00239-PF07508-PF13408),(-2|A0A429HZK8|TIGR03960 family B12-binding radical SAM protein|PF04055),(-1|A0A429HZQ0|Metal-binding protein|PF01928-PF05235),(1|A0A429HZL9|Cysteine desulfurase|PF00266),(2|A0A429HZR4|Uncharacterized protein|none),(3|A0A429HZL7|Rod shape-determining protein RodA|PF01098),(4|A0A429HZJ5|Penicillin-binding protein 2|PF00905-PF03717),(5|A0A429HZR0|Rod shape-determining protein MreD|PF04093),(6|A0A429HZK6|Cell shape-determining protein MreC|PF04085),(7|A0A429HZS0|Cell shape-determining protein MreB|PF06723),(8|A0A429HZK2|Nucleoside diphosphate kinase|PF00334),(9|A0A429HZJ7|DUF4233 domain-containing protein|PF14017),(10|A0A429HZP3|Bifunctional folylpolyglutamate synthase/dihydrofolate synthase|PF02875-PF08245)"
A0A429I1P9	DMH18_25760	Streptomyces sp. WAC 06783.	Actinobacteria	Bacteria	2203211	Family 2B				Terpene Cyclase		A0A429I1I3				"(-5|A0A429I1J1|HTH luxR-type domain-containing protein|PF00196),(-4|A0A429I1P7|Uncharacterized protein|PF13354),(-3|A0A429I1H4|MarR family transcriptional regulator|PF12802),(-2|A0A429I1I2|Uncharacterized protein|none),(-1|A0A429I1H5|Nitroreductase family deazaflavin-dependent oxidoreductase|PF04075),(1|A0A429I1I3|Cyclase|PF19086),(2|A0A429I274|Methyltransferase domain-containing protein|PF08241),(3|A0A429I1H7|Cytochrome P450|PF00067),(4|A0A429I1Q0|Exonuclease|PF00929),(5|A0A429I1I6|HATPase_c domain-containing protein|PF13581),(6|A0A429I1K1|DUF397 domain-containing protein|PF04149),(7|A0A429I1Q2|XRE family transcriptional regulator|PF13560-PF19054),(8|A0A429I1I5|Uncharacterized protein|PF04672),(9|A0A429I1J2|Uncharacterized protein|PF00072-PF00196),(10|A0A429I1I4|GTP-binding protein|PF00009-PF00679-PF03764)"
A0A429IAS2	DMH18_14800	Streptomyces sp. WAC 06783.	Actinobacteria	Bacteria	2203211	Family 2B	Double cNMP-Enc	2	A0A429IAU3	Xylulose Kinase				A0A429IAS4		"(-10|A0A429IAR9|Homocysteine S-methyltransferase|PF02574),(-9|A0A429IAS5|Basic amino acid ABC transporter substrate-binding protein|PF00497),(-8|A0A429IAQ8|Amino acid ABC transporter permease|PF00528),(-7|A0A429IBI3|ABC transporter|PF00005),(-6|A0A429IAY9|Acetylxylan esterase|PF05448),(-5|A0A429IAM6|Xylose isomerase|PF01261),(-4|A0A429IAS4|Xylulose kinase|PF00370-PF02782),(-3|A0A429IAT0|Uncharacterized protein|none),(-2|A0A429IAW8|ROK family protein|PF00480),(-1|A0A429IAU3|Crp/Fnr family transcriptional regulator|PF00027),(1|A0A429IAS9|ArsR family transcriptional regulator|PF12840),(2|A0A429IAT3|Alpha/beta hydrolase|PF12697),(3|A0A429IAR5|Uncharacterized protein|none),(4|A0A429IBF4|NAGPA domain-containing protein|PF09992),(5|A0A429IAZ9|Uncharacterized protein|none),(6|A0A429IAN7|Uncharacterized protein|PF14256),(7|A0A429IAT5|ABC transporter|PF00005),(8|A0A429IBE3|ABC transporter permease|PF00528),(9|A0A429IAU1|ABC transporter permease|PF00528),(10|A0A429IAX8|Nitrate ABC transporter substrate-binding protein|PF09084)"
A0A429IAU3	DMH18_14795	Streptomyces sp. WAC 06783.	Actinobacteria	Bacteria	2203211	Family 2B	Double cNMP-Enc	1	A0A429IAS2	Xylulose Kinase				A0A429IAS4		"(-10|A0A429IAR3|YceI domain-containing protein|PF04264-PF13620),(-9|A0A429IAR9|Homocysteine S-methyltransferase|PF02574),(-8|A0A429IAS5|Basic amino acid ABC transporter substrate-binding protein|PF00497),(-7|A0A429IAQ8|Amino acid ABC transporter permease|PF00528),(-6|A0A429IBI3|ABC transporter|PF00005),(-5|A0A429IAY9|Acetylxylan esterase|PF05448),(-4|A0A429IAM6|Xylose isomerase|PF01261),(-3|A0A429IAS4|Xylulose kinase|PF00370-PF02782),(-2|A0A429IAT0|Uncharacterized protein|none),(-1|A0A429IAW8|ROK family protein|PF00480),(1|A0A429IAS2|Cyclic nucleotide-binding domain-containing protein|PF00027),(2|A0A429IAS9|ArsR family transcriptional regulator|PF12840),(3|A0A429IAT3|Alpha/beta hydrolase|PF12697),(4|A0A429IAR5|Uncharacterized protein|none),(5|A0A429IBF4|NAGPA domain-containing protein|PF09992),(6|A0A429IAZ9|Uncharacterized protein|none),(7|A0A429IAN7|Uncharacterized protein|PF14256),(8|A0A429IAT5|ABC transporter|PF00005),(9|A0A429IBE3|ABC transporter permease|PF00528),(10|A0A429IAU1|ABC transporter permease|PF00528)"
A0A429JJY2	DMH15_13580	Streptomyces sp. WAC 06725.	Actinobacteria	Bacteria	2203209	Family 2B	Double cNMP-Enc	2	A0A429JK17	Minor						"(-2|A0A429JK38|ROK family protein|PF00480),(-1|A0A429JK17|Crp/Fnr family transcriptional regulator|PF00027),(1|A0A429JJY1|ArsR family transcriptional regulator|PF12840),(2|A0A429JJZ7|Alpha/beta hydrolase|PF12697),(3|A0A429JJZ9|Uncharacterized protein|none),(4|A0A429JJW3|NAGPA domain-containing protein|PF09992),(5|A0A429JJY0|Uncharacterized protein|none),(6|A0A429JK24|Uncharacterized protein|PF14256),(7|A0A429JJX1|ABC transporter|PF00005),(8|A0A429JJX2|ABC transporter permease|PF00528),(9|A0A429JJY9|ABC transporter permease|PF00528),(10|A0A429JJV3|Nitrate ABC transporter substrate-binding protein|PF09084)"
A0A429JK17	DMH15_13585	Streptomyces sp. WAC 06725.	Actinobacteria	Bacteria	2203209	Family 2B	Double cNMP-Enc	1	A0A429JJY2	Minor						"(-1|A0A429JK38|ROK family protein|PF00480),(1|A0A429JJY2|Crp/Fnr family transcriptional regulator|PF00027),(2|A0A429JJY1|ArsR family transcriptional regulator|PF12840),(3|A0A429JJZ7|Alpha/beta hydrolase|PF12697),(4|A0A429JJZ9|Uncharacterized protein|none),(5|A0A429JJW3|NAGPA domain-containing protein|PF09992),(6|A0A429JJY0|Uncharacterized protein|none),(7|A0A429JK24|Uncharacterized protein|PF14256),(8|A0A429JJX1|ABC transporter|PF00005),(9|A0A429JJX2|ABC transporter permease|PF00528),(10|A0A429JJY9|ABC transporter permease|PF00528)"
A0A429JKU4	DMH15_11770	Streptomyces sp. WAC 06725.	Actinobacteria	Bacteria	2203209	Family 2B				Cysteine Desulfurase	A0A429JKW0					"(-10|A0A429JKV1|Uncharacterized protein|none),(-9|A0A429JKU6|Glutamate 5-kinase|PF00696-PF01472),(-8|A0A429JL00|GTPase Obg|PF01018-PF01926-PF09269),(-7|A0A429JL05|50S ribosomal protein L27|PF01016),(-6|A0A429JKR7|50S ribosomal protein L21|PF00829),(-5|A0A429JKS3|Ribonuclease E/G|PF10150),(-4|A0A429JKW1|Radical SAM protein|PF10105),(-3|A0A429JL11|Uncharacterized protein|none),(-2|A0A429JKT7|TIGR03960 family B12-binding radical SAM protein|PF04055),(-1|A0A429JKZ4|Metal-binding protein|PF01928-PF05235),(1|A0A429JKW0|Cysteine desulfurase|PF00266),(2|A0A429JKV7|Uncharacterized protein|none),(3|A0A429JL18|Rod shape-determining protein RodA|PF01098),(4|A0A429JL08|Penicillin-binding protein 2|PF00905-PF03717),(5|A0A429JKS8|Rod shape-determining protein MreD|PF04093),(6|A0A429JKT1|Cell shape-determining protein MreC|PF04085),(7|A0A429JKT5|Cell shape-determining protein MreB|PF06723),(8|A0A429JKX2|Nucleoside diphosphate kinase|PF00334),(9|A0A429JKU5|DUF4233 domain-containing protein|PF14017),(10|A0A429JKZ9|Bifunctional folylpolyglutamate synthase/dihydrofolate synthase|PF02875-PF08245)"
